"","Page Title","Description","Reference","Extent","Level","Languages","Scripts","Creation date","Legal","ImgSrc"
"1438","Maṅgarasa Kavi Pranītaṁ Jayanrupakāvyaṁ","

        Literature. 1 Printed Book. Original reference number: 29.

                  
            
              
              View images from this file (264)
            
          
              ","EAP673/5/29","264 TIFF images","File","Kannada","Kannada","1897","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_29/1.jp2/full/!600,300/0/default.jpg"
"1439","Mahābhārata Kathāprasaṅga Sabhāparva","

        Literature. 1 Printed Book. Original reference number: 33.

                  
            
              
              View images from this file (84)
            
          
              ","EAP673/5/30","84 TIFF images","File","Kannada","Kannada","1892","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_30/1.jp2/full/!600,300/0/default.jpg"
"1440","Kavikārya Praśanse","

        Literature. 1 Printed Book. Original reference number: 34.

                  
            
              
              View images from this file (28)
            
          
              ","EAP673/5/31","28 TIFF images","File","Kannada","Kannada","1913","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_31/1.jp2/full/!600,300/0/default.jpg"
"1441","Śrīmadbhagavadgīta Gūḍārtha Dīpikā Athavā Rahasyārtha Prabōdini Bhāga-1","

        Literature. 1 Printed Book. Original reference number: 35.

                  
            
              
              View images from this file (72)
            
          
              ","EAP673/5/32","72 TIFF images","File","Kannada","Kannada","1913","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_32/1.jp2/full/!600,300/0/default.jpg"
"1442","Śrīmadbhāgavadgīta Gūḍārtha Dīpikā Athavā Rahasyārtha Prabōdini Bhāga-2","

        Literature. 1 Printed Book. Original reference number: 36.

                  
            
              
              View images from this file (196)
            
          
              ","EAP673/5/33","196 TIFF images","File","Kannada","Kannada","1916","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_33/1.jp2/full/!600,300/0/default.jpg"
"1443","Karnāṭaka Vr̥Tti Prabhākaraṁ","

        Literature. 1 Printed Book. Original reference number: 37.

                  
            
              
              View images from this file (248)
            
          
              ","EAP673/5/34","248 TIFF images","File","Kannada","Kannada","1914","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_34/1.jp2/full/!600,300/0/default.jpg"
"1444","Karnāṭaka Kāvyā Kalānidhinānāvidha Prācīna Kavyādhi Grantha Saṅgraha","

        Literature. 1 Printed Book. Original reference number: 40.

                  
            
              
              View images from this file (130)
            
          
              ","EAP673/5/35","130 TIFF images","File","Kannada","Kannada","1914","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_35/1.jp2/full/!600,300/0/default.jpg"
"1445","Divya Prabhandagaḷōl Cikkadēvarāja Bhinnapaṁ","

        Literature. 1 Printed Book. Original reference number: 41.

                  
            
              
              View images from this file (302)
            
          
              ","EAP673/5/36","302 TIFF images","File","Kannada","Kannada","1905","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_36/1.jp2/full/!600,300/0/default.jpg"
"1446","Mōhana Taraṅgiṇi Emba Śrīkr̥ṣṇa Caritra Sāṅgatya","

        Literature. 1 Printed Book. Original reference number: 42.

                  
            
              
              View images from this file (436)
            
          
              ","EAP673/5/37","436 TIFF images","File","Kannada","Kannada","1913","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_37/1.jp2/full/!600,300/0/default.jpg"
"1447","Ajanrupa Caritre","

        History. 1 Printed Book. Original reference number: 43.

                  
            
              
              View images from this file (546)
            
          
              ","EAP673/5/38","546 TIFF images","File","Kannada","Kannada","1900","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_38/1.jp2/full/!600,300/0/default.jpg"
"1448","Sōjigada Bāndhavya","

        Literature. 1 Printed Book. Original reference number: 44.

                  
            
              
              View images from this file (22)
            
          
              ","EAP673/5/39","22 TIFF images","File","Kannada","Kannada","1918","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_39/1.jp2/full/!600,300/0/default.jpg"
"1449","Gurunānakana Caritre","

        History. 1 Printed Book. Original reference number: 45.

                  
            
              
              View images from this file (48)
            
          
              ","EAP673/5/40","48 TIFF images","File","Kannada","Kannada","1912","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_40/1.jp2/full/!600,300/0/default.jpg"
"1450","Hosagannaḍa Vyākaraṇaṁ","

        Literature. 1 Printed Book. Original reference number: 46.

                  
            
              
              View images from this file (82)
            
          
              ","EAP673/5/41","82 TIFF images","File","Kannada","Kannada","1919","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_41/1.jp2/full/!600,300/0/default.jpg"
"1451","Padyasāra Prathama Bhāga","

        Literature. 1 Printed Book. Original reference number: 47.

                  
            
              
              View images from this file (190)
            
          
              ","EAP673/5/42","190 TIFF images","File","Kannada","Kannada","1918","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_42/1.jp2/full/!600,300/0/default.jpg"
"1452","Rāmacandra Carita Purāṇa Athavā Pampa Rāmāyaṇa","

        Literature. 1 Printed Book. Original reference number: 48.

                  
            
              
              View images from this file (594)
            
          
              ","EAP673/5/43","594 TIFF images","File","Kannada","Kannada","1892","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_43/1.jp2/full/!600,300/0/default.jpg"
"1453","Sekeṇḍ Buk Āp Kenarīś Pōyaṭri","

        Literature. 1 Printed Book. Original reference number: 49.

                  
            
              
              View images from this file (96)
            
          
              ","EAP673/5/44","96 TIFF images","File","Kannada","Kannada","1889","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_44/1.jp2/full/!600,300/0/default.jpg"
"1454","Karnāṭaka Vāgvidāyini","

        Literature. 1 Printed Book. Original reference number: 50.

                  
            
              
              View images from this file (180)
            
          
              ","EAP673/5/45","180 TIFF images","File","Kannada","Kannada","1886","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_45/1.jp2/full/!600,300/0/default.jpg"
"1455","Karnāṭaka Vyākaraṇaṁ","

        Literature. 1 Printed Book. Original reference number: 51.

                  
            
              
              View images from this file (114)
            
          
              ","EAP673/5/46","114 TIFF images","File","Kannada","Kannada","1897","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_46/1.jp2/full/!600,300/0/default.jpg"
"1456","Karnāṭaka Vācaka Bōdini Abhyāsagaḷa Sahita","

        Literature. 1 Printed Book. Original reference number: 52.

                  
            
              
              View images from this file (136)
            
          
              ","EAP673/5/47","136 TIFF images","File","Kannada","Kannada","1910","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_47/1.jp2/full/!600,300/0/default.jpg"
"1457","Bhāṣāntara Pāṭhamālekannaḍa Iṅgliṣ Eraḍanē Pustaka","

        Literature. 1 Printed Book. Original reference number: 53.

                  
            
              
              View images from this file (94)
            
          
              ","EAP673/5/48","94 TIFF images","File","Kannada","Kannada","1916","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_48/1.jp2/full/!600,300/0/default.jpg"
"1458","Kalkatā Kaigārikā Saṅgha","

        Literature. 1 Printed Book. Original reference number: 54.

                  
            
              
              View images from this file (36)
            
          
              ","EAP673/5/49","36 TIFF images","File","Kannada","Kannada","1907","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_49/1.jp2/full/!600,300/0/default.jpg"
